enrollment_id,term_grade,comments
3156,C,
3157,A,Improved this term
3158,B,
3159,C,Strong effort
3160,B,
3161,A,Strong effort
3162,B,Missing assignments
3163,B,Improved this term
3164,A,
3165,A,Improved this term
3166,B,Missing assignments
3167,B,
3168,C,
3169,F,
3170,B,
3171,D,Strong effort
3172,C,Strong effort
3173,C,
3174,C,Missing assignments
3175,B,
3176,A,
3177,A,Improved this term
3178,C,Strong effort
3179,A,Missing assignments
3180,F,Improved this term
3181,B,
3182,B,
3183,F,Missing assignments
3184,B,
3185,A,Missing assignments
3186,C,
3187,A,
3188,D,Improved this term
3189,B,Improved this term
3190,A,
3191,A,Improved this term
3192,B,Improved this term
3193,B,Strong effort
3194,A,Improved this term
3195,B,
3196,A,
3197,A,
3198,B,Missing assignments
3199,B,Improved this term
3200,C,
3201,A,
3202,A,
3203,D,
3204,C,
3205,B,Missing assignments
3206,B,Strong effort
3207,D,Missing assignments
3208,B,Missing assignments
3209,C,Improved this term
3210,F,Strong effort
3211,A,Strong effort
3212,B,
3213,A,Missing assignments
3214,C,Strong effort
3215,D,
3216,A,Improved this term
3217,B,Improved this term
3218,A,Strong effort
3219,D,Improved this term
3220,C,Missing assignments
3221,B,
3222,D,Improved this term
3223,F,Improved this term
3224,F,
3225,D,
3226,B,Missing assignments
3227,B,
3228,B,Improved this term
3229,D,Missing assignments
3230,B,Missing assignments
3231,A,Strong effort
3232,A,Missing assignments
3233,B,
3234,B,
3235,F,
3236,A,
3237,B,Improved this term
3238,A,
3239,B,Strong effort
3240,D,Missing assignments
3241,A,
3242,B,Improved this term
3243,B,
3244,B,Improved this term
3245,A,Missing assignments
3246,D,
3247,B,
3248,C,Strong effort
3249,C,Missing assignments
3250,B,
3251,C,
3252,A,
3253,D,
3254,B,Improved this term
3255,D,
3256,F,Improved this term
3257,A,
3258,A,Strong effort
3259,B,Strong effort
3260,B,Missing assignments
3261,B,Strong effort
3262,A,Missing assignments
3263,D,
3264,A,Improved this term
3265,D,Missing assignments
3266,A,Missing assignments
3267,C,Missing assignments
3268,B,Strong effort
3269,B,Strong effort
3270,A,Strong effort
3271,B,Strong effort
3272,B,
3273,F,
3274,C,Improved this term
3275,B,Improved this term
3276,B,Improved this term
3277,A,Missing assignments
3278,A,Missing assignments
3279,B,Strong effort
3280,C,Improved this term
3281,F,Improved this term
3282,A,Strong effort
3283,A,
3284,D,
3285,B,
3286,A,Missing assignments
3287,B,
3288,A,
3289,C,Strong effort
3290,B,Strong effort
3291,D,Missing assignments
3292,C,Missing assignments
3293,B,
3294,C,
3295,A,
3296,A,
3297,B,
3298,D,Improved this term
3299,D,
3300,B,Missing assignments
3301,B,Improved this term
3302,A,
3303,B,
3304,B,Missing assignments
3305,A,
3306,A,Missing assignments
3307,B,
3308,B,
3309,A,Strong effort
3310,A,
3311,C,
3312,A,
3313,A,Improved this term
3314,B,
3315,A,Improved this term
3316,B,Improved this term
3317,A,Missing assignments
3318,F,
3319,B,Strong effort
3320,B,Strong effort
3321,A,Missing assignments
3322,A,Strong effort
3323,B,
3324,A,
3325,B,
3326,C,
3327,B,
3328,A,Improved this term
3329,C,Missing assignments
3330,D,Missing assignments
3331,B,Strong effort
3332,B,Missing assignments
3333,A,Improved this term
3334,B,Strong effort
3335,A,
3336,C,
3337,B,Strong effort
3338,B,
3339,A,
3340,D,
3341,B,Improved this term
3342,C,
3343,A,
3344,B,Strong effort
3345,A,Strong effort
3346,B,Missing assignments
3347,A,
3348,B,Strong effort
3349,A,
3350,B,Strong effort
3351,D,Missing assignments
3352,A,
3353,A,Missing assignments
3354,B,Missing assignments
3355,A,Strong effort
3356,C,
3357,A,
3358,C,
3359,B,
3360,A,
3361,C,Missing assignments
3362,D,
3363,A,Strong effort
3364,C,Strong effort
3365,F,Missing assignments
3366,B,Strong effort
3367,D,Improved this term
3368,C,Improved this term
3369,C,
3370,B,
3371,D,Missing assignments
3372,B,
3373,C,Improved this term
3374,B,Improved this term
3375,C,
3376,A,
3377,A,Improved this term
3378,B,Missing assignments
3379,B,Improved this term
3380,C,Missing assignments
3381,B,
3382,B,Strong effort
3383,A,Improved this term
3384,D,Improved this term
3385,F,Improved this term
3386,C,Improved this term
3387,B,Missing assignments
3388,B,Improved this term
3389,C,Missing assignments
3390,D,
3391,A,Strong effort
3392,C,Missing assignments
3393,A,
3394,A,Strong effort
3395,A,Improved this term
3396,A,Improved this term
3397,F,Strong effort
3398,A,Missing assignments
3399,A,
3400,D,Improved this term
3401,B,Improved this term
3402,B,
3403,A,Improved this term
3404,C,
3405,D,
3406,D,
3407,A,
3408,A,Missing assignments
3409,A,
3410,B,Missing assignments
3411,C,
3412,B,Missing assignments
3413,A,
3414,B,Improved this term
3415,A,Improved this term
3416,B,Improved this term
3417,C,Strong effort
3418,C,Strong effort
3419,C,Missing assignments
3420,D,
3421,D,Missing assignments
3422,B,
3423,A,
3424,B,
3425,D,Strong effort
3426,B,Improved this term
3427,C,Missing assignments
3428,A,
3429,B,
3430,D,
3431,A,Strong effort
3432,A,
3433,B,
3434,A,
3435,D,Missing assignments
3436,C,
3437,B,Missing assignments
3438,A,Improved this term
3439,C,Strong effort
3440,D,
3441,B,
3442,C,Improved this term
3443,B,Improved this term
3444,B,Improved this term
3445,A,
3446,B,Strong effort
3447,B,
3448,A,Improved this term
3449,A,
3450,B,Strong effort
3451,C,Missing assignments
3452,A,
3453,B,Missing assignments
3454,A,Improved this term
3455,A,Improved this term
3456,F,
3457,B,
3458,B,Missing assignments
3459,A,Improved this term
3460,A,Strong effort
3461,B,
3462,B,
3463,C,Missing assignments
3464,B,
3465,A,
3466,C,
3467,B,Strong effort
3468,D,Strong effort
3469,B,
3470,B,Missing assignments
3471,A,Improved this term
3472,B,
3473,A,Missing assignments
3474,A,
3475,D,
3476,A,Missing assignments
3477,B,Improved this term
3478,A,
3479,D,Missing assignments
3480,F,
3481,A,Improved this term
3482,A,Missing assignments
3483,A,
3484,A,
3485,C,Missing assignments
3486,A,Strong effort
3487,B,Improved this term
3488,A,Strong effort
3489,A,Improved this term
3490,C,
3491,B,Strong effort
3492,B,Improved this term
3493,B,Strong effort
3494,D,
3495,A,Improved this term
3496,D,Missing assignments
3497,F,Missing assignments
3498,C,
3499,A,Strong effort
3500,A,
3501,B,Missing assignments
3502,C,
3503,C,Missing assignments
3504,A,
3505,C,
3506,C,
3507,A,Improved this term
3508,A,Strong effort
3509,D,
3510,B,Strong effort
3511,C,
3512,B,
3513,C,Strong effort
3514,B,Strong effort
3515,C,Missing assignments
3516,A,
3517,F,
3518,A,Strong effort
3519,C,
3520,B,Improved this term
3521,B,Improved this term
3522,F,Missing assignments
3523,A,Strong effort
3524,B,Improved this term
3525,D,Improved this term
3526,B,Missing assignments
3527,C,Strong effort
3528,A,
3529,C,
3530,C,
3531,A,
3532,B,
3533,A,Missing assignments
3534,A,
3535,C,Missing assignments
3536,C,Missing assignments
3537,C,
3538,B,Strong effort
3539,C,
3540,B,
3541,B,Missing assignments
3542,A,Improved this term
3543,D,Strong effort
3544,A,
3545,C,Missing assignments
3546,B,
3547,D,Strong effort
3548,B,Improved this term
3549,D,Missing assignments
3550,A,
3551,B,Improved this term
3552,A,Strong effort
3553,A,
3554,B,Missing assignments
3555,F,Improved this term
3556,A,
3557,D,
3558,C,Improved this term
3559,B,
3560,A,
3561,B,
3562,B,
3563,B,
3564,B,
3565,C,
3566,B,Strong effort
3567,B,Missing assignments
3568,A,Improved this term
3569,B,Strong effort
3570,C,Strong effort
3571,B,Strong effort
3572,A,
3573,A,Improved this term
3574,B,
3575,C,Missing assignments
3576,B,
3577,B,
3578,C,Improved this term
3579,B,Improved this term
3580,A,
3581,B,
3582,C,Missing assignments
3583,A,
3584,B,Improved this term
3585,A,
3586,A,Improved this term
3587,B,Strong effort
3588,D,
3589,C,Improved this term
3590,C,Strong effort
3591,A,
3592,D,Strong effort
3593,B,Improved this term
3594,B,Missing assignments
3595,D,Improved this term
3596,B,Strong effort
3597,F,Improved this term
3598,A,Missing assignments
3599,B,Missing assignments
3600,B,
3601,A,Strong effort
3602,B,Improved this term
3603,B,
3604,B,Improved this term
3605,B,Improved this term
3606,A,Improved this term
3607,F,
3608,A,Strong effort
3609,A,Improved this term
3610,D,Improved this term
3611,F,
3612,A,Missing assignments
3613,B,Strong effort
3614,A,
3615,B,
3616,B,
3617,A,Missing assignments
3618,A,Missing assignments
3619,B,
3620,A,Improved this term
3621,A,Missing assignments
3622,A,
3623,A,Strong effort
3624,B,
3625,F,
3626,A,
3627,B,
3628,B,Improved this term
3629,A,
3630,B,Strong effort
3631,F,Strong effort
3632,B,
3633,C,Improved this term
3634,B,Missing assignments
3635,B,Improved this term
3636,A,
3637,C,Missing assignments
3638,B,Improved this term
3639,B,Missing assignments
3640,A,Missing assignments
3641,C,Improved this term
3642,B,Improved this term
3643,C,Strong effort
3644,D,Strong effort
3645,C,Strong effort
3646,A,Missing assignments
3647,C,Missing assignments
3648,B,Improved this term
3649,B,Improved this term
3650,B,
3651,C,Strong effort
3652,A,Missing assignments
3653,C,Strong effort
3654,B,
3655,B,Strong effort
3656,A,Strong effort
3657,A,Missing assignments
3658,D,Improved this term
3659,A,Improved this term
3660,C,Strong effort
3661,C,
3662,A,
3663,C,Strong effort
3664,C,
3665,C,Improved this term
3666,B,Missing assignments
3667,C,
3668,B,Missing assignments
3669,C,Strong effort
3670,A,
3671,D,
3672,D,Missing assignments
3673,B,
3674,B,
3675,A,
3676,A,Strong effort
3677,A,Strong effort
3678,B,
3679,A,Missing assignments
3680,C,
3681,B,
3682,D,Strong effort
3683,C,Improved this term
3684,B,
3685,A,Strong effort
3686,C,
3687,A,
3688,C,
3689,B,
3690,C,
3691,B,Improved this term
3692,D,
3693,B,
3694,D,
3695,B,
3696,C,Strong effort
3697,C,Strong effort
3698,F,Improved this term
3699,A,
3700,D,Strong effort
3701,A,
3702,C,
3703,D,Missing assignments
3704,C,Missing assignments
3705,C,Improved this term
3706,B,Improved this term
3707,C,Improved this term
3708,B,Strong effort
3709,B,Missing assignments
3710,B,Missing assignments
3711,B,Strong effort
3712,B,Missing assignments
3713,B,Strong effort
3714,B,Missing assignments
3715,B,
3716,D,Missing assignments
3717,B,
3718,C,
3719,A,
3720,A,Strong effort
3721,B,Strong effort
3722,B,
3723,B,Strong effort
3724,A,Missing assignments
3725,D,
3726,B,Strong effort
3727,A,Improved this term
3728,A,
3729,B,Strong effort
3730,B,
3731,B,
3732,B,
3733,B,Improved this term
3734,A,Improved this term
3735,D,Missing assignments
3736,A,Strong effort
3737,B,
3738,B,Improved this term
3739,B,
3740,B,Improved this term
3741,B,
3742,C,Improved this term
3743,B,
3744,C,Missing assignments
3745,F,Strong effort
3746,B,Improved this term
3747,A,
3748,B,Improved this term
3749,B,Strong effort
3750,B,
3751,B,Strong effort
3752,B,Strong effort
3753,A,Strong effort
3754,B,Missing assignments
3755,C,Strong effort
3756,F,Missing assignments
3757,B,Strong effort
3758,C,Improved this term
3759,C,Missing assignments
3760,A,Strong effort
3761,B,
3762,A,Strong effort
3763,A,Improved this term
3764,C,Improved this term
3765,C,
3766,B,Missing assignments
3767,D,
3768,B,Improved this term
3769,A,Strong effort
3770,A,
3771,D,Missing assignments
3772,A,Improved this term
3773,B,
3774,A,Strong effort
3775,A,Improved this term
3776,F,Missing assignments
3777,D,Improved this term
3778,A,Strong effort
3779,A,
3780,B,Improved this term
3781,A,Strong effort
3782,B,Improved this term
3783,F,Missing assignments
3784,C,Missing assignments
3785,C,Missing assignments
3786,A,
3787,A,
3788,A,Missing assignments
3789,B,Missing assignments
3790,A,
3791,C,Missing assignments
3792,A,
3793,B,
3794,B,
3795,A,Strong effort
3796,C,Improved this term
3797,A,
3798,A,
3799,D,
3800,B,Strong effort
3801,D,Improved this term
3802,B,Missing assignments
3803,D,Missing assignments
3804,B,
3805,B,
3806,B,
3807,A,
3808,B,Improved this term
3809,B,
3810,B,
3811,B,Missing assignments
3812,B,
3813,C,Strong effort
3814,B,Strong effort
3815,A,
3816,F,Missing assignments
3817,A,
3818,B,Strong effort
3819,C,Strong effort
3820,B,Improved this term
3821,B,Improved this term
3822,A,
3823,A,Improved this term
3824,C,Improved this term
3825,B,
3826,C,
3827,C,
3828,C,Missing assignments
3829,B,
3830,F,
3831,B,Strong effort
3832,B,Improved this term
3833,C,Improved this term
3834,B,Missing assignments
3835,A,
3836,B,Improved this term
3837,C,
3838,B,Improved this term
3839,B,Missing assignments
3840,A,Missing assignments
3841,B,Improved this term
3842,A,Improved this term
3843,A,Strong effort
3844,B,
3845,B,Improved this term
3846,B,Improved this term
3847,B,Improved this term
3848,B,Strong effort
3849,B,
3850,B,
3851,B,
3852,A,Missing assignments
3853,A,Strong effort
3854,A,Improved this term
3855,D,Missing assignments
3856,C,Improved this term
3857,C,
3858,A,
3859,C,Improved this term
3860,C,Strong effort
3861,C,
3862,A,Improved this term
3863,B,Improved this term
3864,B,Missing assignments
3865,A,Strong effort
3866,F,Improved this term
3867,B,
3868,B,Missing assignments
3869,D,Strong effort
3870,A,Strong effort
3871,F,Improved this term
3872,A,Strong effort
3873,B,Missing assignments
3874,A,Improved this term
3875,D,Strong effort
3876,B,Missing assignments
3877,C,
3878,B,Strong effort
3879,B,
3880,A,Improved this term
3881,B,
3882,B,Strong effort
3883,A,
3884,A,Missing assignments
3885,A,
3886,B,Missing assignments
3887,C,Strong effort
3888,C,Strong effort
3889,A,Improved this term
3890,B,
3891,A,Missing assignments
3892,A,Improved this term
3893,B,Strong effort
3894,C,
3895,A,Missing assignments
3896,D,
3897,B,Strong effort
3898,B,Improved this term
3899,F,
3900,B,Strong effort
3901,B,
3902,A,
3903,C,Strong effort
3904,C,
3905,A,Improved this term
3906,A,
3907,A,
3908,C,
3909,A,
3910,C,
3911,B,Improved this term
3912,C,Strong effort
3913,B,
3914,A,Missing assignments
3915,C,
3916,B,Strong effort
3917,B,Strong effort
3918,B,
3919,C,Improved this term
3920,C,Improved this term
3921,D,
3922,B,Improved this term
3923,F,
3924,B,Strong effort
3925,A,
3926,A,Improved this term
3927,B,Strong effort
3928,B,Strong effort
3929,D,
3930,A,Strong effort
3931,A,Missing assignments
3932,B,
3933,A,Missing assignments
3934,B,Missing assignments
3935,B,Missing assignments
3936,C,
3937,A,
3938,B,
3939,C,
3940,B,Improved this term
3941,A,
3942,B,
3943,A,
3944,A,Strong effort
3945,C,
3946,B,Improved this term
3947,A,
3948,B,Missing assignments
3949,B,
3950,B,Improved this term
3951,A,Strong effort
3952,B,Strong effort
3953,D,
3954,B,
3955,C,
3956,B,
3957,A,
3958,B,
3959,B,Improved this term
3960,B,
3961,C,Missing assignments
3962,A,Strong effort
3963,C,
3964,C,Improved this term
3965,A,Missing assignments
3966,A,Strong effort
3967,B,Strong effort
3968,B,Strong effort
3969,C,Strong effort
3970,B,Strong effort
3971,C,Missing assignments
3972,C,Improved this term
3973,C,Strong effort
3974,C,Strong effort
3975,A,
3976,B,Missing assignments
3977,B,Improved this term
3978,B,
3979,D,Strong effort
3980,A,Strong effort
3981,C,
3982,B,Improved this term
3983,B,Strong effort
3984,B,
3985,C,Strong effort
3986,F,
3987,A,Missing assignments
3988,B,
3989,B,Missing assignments
3990,A,Strong effort
3991,C,
3992,A,Strong effort
3993,B,Missing assignments
3994,C,Improved this term
3995,C,
3996,A,Missing assignments
3997,B,Missing assignments
3998,A,Missing assignments
3999,B,Missing assignments
4000,B,Strong effort
4001,D,
4002,D,
4003,B,Improved this term
4004,B,
4005,C,
4006,A,
4007,B,Missing assignments
4008,A,
4009,B,
4010,C,Missing assignments
4011,C,Strong effort
4012,D,
4013,A,
4014,B,Strong effort
4015,A,Strong effort
4016,C,
4017,A,
4018,F,
4019,C,
4020,C,Strong effort
4021,D,Improved this term
4022,B,Strong effort
4023,A,
4024,B,Improved this term
4025,A,Improved this term
4026,C,
4027,C,
4028,C,
4029,D,Missing assignments
4030,C,
4031,A,Missing assignments
4032,B,Improved this term
4033,C,Improved this term
4034,A,Missing assignments
4035,A,
4036,C,
4037,C,
4038,C,Strong effort
4039,A,Improved this term
4040,A,
4041,A,Strong effort
4042,B,Improved this term
4043,A,Improved this term
4044,B,Strong effort
4045,A,
4046,F,Improved this term
4047,C,
4048,D,Improved this term
4049,D,
4050,A,
4051,A,Strong effort
4052,B,Missing assignments
4053,D,
4054,C,
4055,B,
4056,A,Improved this term
4057,B,
4058,C,
4059,A,
4060,C,
4061,C,
4062,D,
4063,D,Improved this term
4064,A,
4065,B,
4066,D,Missing assignments
4067,A,Missing assignments
4068,C,
4069,F,Missing assignments
4070,C,Improved this term
4071,D,Improved this term
4072,F,Improved this term
4073,B,
4074,B,Strong effort
4075,B,Improved this term
4076,B,
4077,B,
4078,C,Strong effort
4079,B,
4080,A,Strong effort
4081,F,
4082,B,Missing assignments
4083,B,Improved this term
4084,D,Improved this term
4085,A,Missing assignments
4086,B,
4087,B,
4088,B,Improved this term
4089,B,Improved this term
4090,C,Strong effort
4091,B,Strong effort
4092,B,Missing assignments
4093,C,
4094,C,
4095,A,
4096,A,Strong effort
4097,D,Strong effort
4098,B,Improved this term
4099,A,Missing assignments
4100,F,Improved this term
4101,A,Missing assignments
4102,D,Strong effort
4103,A,Missing assignments
4104,A,
4105,F,
4106,C,Missing assignments
4107,D,
4108,C,
4109,A,
4110,B,
4111,A,Missing assignments
4112,C,Strong effort
4113,B,Improved this term
4114,D,Missing assignments
4115,C,
4116,C,Improved this term
4117,B,Improved this term
4118,A,Missing assignments
4119,C,Strong effort
4120,A,Missing assignments
4121,A,
4122,B,
4123,B,Strong effort
4124,B,
4125,A,Strong effort
4126,B,Missing assignments
4127,B,Missing assignments
4128,A,Improved this term
4129,A,Missing assignments
4130,C,Improved this term
4131,B,Improved this term
4132,B,Strong effort
4133,B,
4134,A,Strong effort
4135,A,Strong effort
4136,D,Strong effort
4137,A,Strong effort
4138,D,Missing assignments
4139,A,
4140,A,Improved this term
4141,B,
4142,B,
4143,C,Missing assignments
4144,B,Strong effort
4145,B,Strong effort
4146,D,Improved this term
4147,A,Missing assignments
4148,B,
4149,B,Strong effort
4150,C,Improved this term
4151,A,
4152,A,Strong effort
4153,D,
4154,B,Improved this term
4155,B,Missing assignments
4156,A,
4157,A,
4158,C,Improved this term
4159,C,Improved this term
4160,A,Missing assignments
4161,B,Improved this term
4162,D,
4163,C,Missing assignments
4164,B,Improved this term
4165,D,Missing assignments
4166,B,
4167,C,
4168,F,
4169,A,Missing assignments
4170,B,Strong effort
4171,B,Strong effort
4172,F,Missing assignments
4173,D,
4174,C,
4175,A,Missing assignments
4176,A,
4177,C,
4178,C,Strong effort
4179,B,
4180,C,Strong effort
4181,A,
4182,B,Missing assignments
4183,B,
4184,C,
4185,C,Improved this term
4186,A,Improved this term
4187,D,Improved this term
4188,A,Strong effort
4189,A,
4190,A,
4191,C,Improved this term
4192,B,Strong effort
4193,B,Improved this term
4194,B,
4195,C,Improved this term
4196,D,Missing assignments
4197,B,
4198,C,Improved this term
4199,C,
4200,C,Missing assignments
4201,D,
4202,B,
4203,B,
4204,A,Strong effort
4205,C,Missing assignments
4206,B,Strong effort
4207,C,
4208,A,Missing assignments
4209,B,Strong effort
4210,D,Strong effort
4211,B,Improved this term
4212,C,
4213,A,Improved this term
4214,A,
4215,C,Strong effort
4216,A,Strong effort
4217,B,Strong effort
4218,A,
4219,A,Improved this term
4220,D,Strong effort
4221,F,
4222,B,
4223,A,
4224,A,Improved this term
4225,B,
4226,A,
4227,A,Strong effort
4228,C,Improved this term
4229,C,
4230,C,
4231,A,
4232,B,Improved this term
4233,D,Missing assignments
4234,C,
4235,B,
4236,B,Improved this term
4237,A,Strong effort
4238,B,
4239,B,
4240,B,Missing assignments
4241,B,Improved this term
4242,B,
4243,C,Improved this term
4244,A,
4245,F,Missing assignments
4246,A,Missing assignments
4247,C,
4248,B,
4249,B,Improved this term
4250,D,Missing assignments
4251,B,Strong effort
4252,D,Strong effort
4253,A,Strong effort
4254,A,Missing assignments
4255,A,Missing assignments
4256,A,Missing assignments
4257,C,Strong effort
4258,A,Strong effort
4259,B,Strong effort
4260,B,
4261,A,Strong effort
4262,A,Missing assignments
4263,A,
4264,B,Improved this term
4265,B,Missing assignments
4266,A,
4267,A,
4268,D,
4269,C,
4270,A,Improved this term
4271,C,
4272,A,Missing assignments
4273,D,Missing assignments
4274,B,Improved this term
4275,C,Strong effort
4276,C,Missing assignments
4277,C,Missing assignments
4278,B,
4279,C,Improved this term
4280,A,
4281,B,
4282,B,
4283,B,
4284,C,Improved this term
4285,B,
4286,C,Strong effort
4287,D,
4288,C,Strong effort
4289,F,Improved this term
4290,B,Strong effort
4291,D,
4292,A,
4293,C,Strong effort
4294,B,Improved this term
4295,B,
4296,B,Missing assignments
4297,C,Missing assignments
4298,A,Missing assignments
4299,D,Improved this term
4300,A,Strong effort
4301,D,Strong effort
4302,B,Improved this term
4303,C,Improved this term
4304,C,Missing assignments
4305,C,
4306,D,Improved this term
4307,C,Strong effort
4308,C,
4309,A,
4310,D,Improved this term
4311,B,
4312,C,
4313,A,Strong effort
4314,C,
4315,A,
4316,C,Strong effort
4317,C,
4318,B,Missing assignments
4319,A,Improved this term
4320,B,Strong effort
4321,B,Strong effort
4322,B,
4323,A,
4324,C,
4325,A,Improved this term
4326,C,Improved this term
4327,A,
4328,B,Strong effort
4329,C,Missing assignments
4330,B,
4331,B,
4332,A,
4333,A,Improved this term
4334,A,
4335,B,Improved this term
4336,C,Missing assignments
4337,A,
4338,A,
4339,B,
4340,B,Strong effort
4341,C,Strong effort
4342,C,Improved this term
4343,D,
4344,B,
4345,A,Missing assignments
4346,F,
4347,A,Missing assignments
4348,A,
4349,A,Improved this term
4350,C,
4351,B,Strong effort
4352,C,Improved this term
4353,A,Strong effort
4354,B,
4355,A,
4356,A,Missing assignments
4357,A,Improved this term
4358,B,Missing assignments
4359,A,Improved this term
4360,B,Missing assignments
4361,C,Strong effort
4362,B,Strong effort
4363,B,
4364,B,Improved this term
4365,A,
4366,A,
4367,B,
4368,B,Missing assignments
4369,A,
4370,D,Missing assignments
4371,A,Missing assignments
4372,B,Missing assignments
4373,A,
4374,D,
4375,A,Missing assignments
4376,D,Missing assignments
4377,C,Strong effort
4378,C,
4379,A,Missing assignments
4380,A,
4381,A,Improved this term
4382,D,Missing assignments
4383,B,
4384,A,Strong effort
4385,C,
4386,B,
4387,F,
4388,F,Strong effort
4389,C,
4390,B,
4391,B,Missing assignments
4392,B,
4393,B,
4394,C,Improved this term
4395,B,Strong effort
4396,C,Missing assignments
4397,B,Missing assignments
4398,D,Improved this term
4399,C,
4400,B,Strong effort
4401,A,
4402,D,Improved this term
4403,B,
4404,C,Missing assignments
4405,D,Improved this term
4406,F,
4407,C,Improved this term
4408,C,Missing assignments
4409,B,
4410,B,Improved this term
4411,B,
4412,A,
4413,C,
4414,A,Strong effort
4415,B,Missing assignments
4416,B,
4417,C,Improved this term
4418,C,Strong effort
4419,C,
4420,B,
4421,D,Strong effort
4422,C,Improved this term
4423,B,
4424,A,Missing assignments
4425,B,
4426,B,
4427,A,Missing assignments
4428,D,Strong effort
4429,A,Missing assignments
4430,A,
4431,B,Improved this term
4432,A,Strong effort
4433,C,Improved this term
4434,C,Strong effort
4435,C,Improved this term
4436,C,Strong effort
4437,A,Strong effort
4438,A,
4439,D,
4440,F,
4441,B,
4442,C,
4443,A,
4444,B,Strong effort
4445,B,Strong effort
4446,D,Missing assignments
4447,B,
4448,C,
4449,B,Strong effort
4450,C,Missing assignments
4451,A,Missing assignments
4452,C,Missing assignments
4453,D,
4454,B,Missing assignments
4455,C,
4456,A,Strong effort
4457,A,Improved this term
4458,C,
4459,B,Missing assignments
4460,C,Improved this term
4461,C,Missing assignments
4462,C,Missing assignments
4463,A,Improved this term
4464,A,Strong effort
4465,B,Missing assignments
4466,C,
4467,A,Strong effort
4468,C,Improved this term
4469,B,Strong effort
4470,D,
4471,C,Missing assignments
4472,B,Strong effort
4473,B,Improved this term
4474,A,
4475,A,Missing assignments
4476,A,
4477,C,Missing assignments
4478,A,Missing assignments
4479,A,
4480,C,Improved this term
4481,B,Missing assignments
4482,F,
4483,B,Strong effort
4484,A,
4485,A,
4486,A,Strong effort
4487,A,Missing assignments
4488,B,
4489,D,Strong effort
4490,C,
4491,A,Improved this term
4492,C,Improved this term
4493,D,
4494,B,
4495,A,Improved this term
4496,C,Improved this term
4497,A,Strong effort
4498,C,Strong effort
4499,C,Strong effort
4500,A,Strong effort
4501,B,Strong effort
4502,B,
4503,A,
4504,D,
4505,D,
4506,B,
4507,B,Strong effort
4508,B,Strong effort
4509,B,Strong effort
4510,A,
4511,D,Strong effort
4512,B,Missing assignments
4513,A,Improved this term
4514,C,Strong effort
4515,B,Missing assignments
4516,B,Missing assignments
4517,C,
4518,B,
4519,B,
4520,A,Strong effort
4521,B,
4522,C,Improved this term
4523,B,Improved this term
4524,B,Missing assignments
4525,B,
4526,B,Improved this term
4527,C,Improved this term
4528,B,Missing assignments
4529,A,
4530,B,Improved this term
4531,A,
4532,C,
4533,B,Strong effort
4534,C,Improved this term
4535,B,Strong effort
4536,C,Strong effort
4537,D,
4538,F,
4539,B,Strong effort
4540,C,
4541,B,Missing assignments
4542,B,
4543,B,
4544,B,Missing assignments
4545,C,Improved this term
4546,B,
4547,D,
4548,C,Improved this term
4549,B,Improved this term
4550,C,Improved this term
4551,C,Improved this term
4552,C,
4553,B,Strong effort
4554,A,Improved this term
4555,C,
4556,A,
4557,B,Improved this term
4558,A,
4559,B,Improved this term
4560,C,Strong effort
4561,B,Strong effort
4562,F,Strong effort
4563,A,
4564,D,Missing assignments
4565,C,Strong effort
4566,A,
4567,A,Strong effort
4568,D,Strong effort
4569,C,Improved this term
4570,A,Missing assignments
4571,A,Improved this term
4572,B,Strong effort
4573,A,Missing assignments
4574,C,
4575,C,
4576,C,
4577,B,Improved this term
4578,B,
4579,A,Missing assignments
4580,A,
4581,B,
4582,B,
4583,B,
4584,C,Strong effort
4585,A,
4586,A,
4587,D,Strong effort
4588,A,
4589,B,
4590,B,Strong effort
4591,A,Improved this term
4592,C,Strong effort
4593,D,Improved this term
4594,A,
4595,A,
4596,D,Missing assignments
4597,B,Missing assignments
4598,C,
4599,A,
4600,C,
4601,B,
4602,B,Strong effort
4603,A,Improved this term
4604,A,Strong effort
4605,A,Improved this term
4606,C,Strong effort
4607,A,Missing assignments
4608,A,Improved this term
4609,B,Missing assignments
4610,C,Improved this term
4611,B,
4612,C,Missing assignments
4613,A,
4614,B,Missing assignments
4615,B,Improved this term
4616,A,
4617,C,
4618,B,Improved this term
4619,A,Missing assignments
4620,C,
4621,D,
4622,B,
4623,C,Strong effort
4624,C,Missing assignments
4625,B,
4626,F,
4627,C,Improved this term
4628,A,Improved this term
4629,B,
4630,C,
4631,C,
4632,D,
4633,A,Improved this term
4634,B,Improved this term
4635,C,Missing assignments
4636,D,
4637,A,Missing assignments
4638,A,Strong effort
4639,B,Strong effort
4640,C,Improved this term
4641,A,
4642,A,Improved this term
4643,B,
4644,D,Strong effort
4645,C,Strong effort
4646,C,Strong effort
4647,D,Improved this term
4648,A,Improved this term
4649,A,Improved this term
4650,C,Strong effort
4651,D,
4652,C,
4653,B,Missing assignments
4654,A,
4655,C,
4656,B,
4657,A,Strong effort
4658,B,
4659,C,
4660,B,
4661,C,
4662,C,Missing assignments
4663,A,Strong effort
4664,D,Improved this term
4665,A,Strong effort
4666,A,
4667,A,Strong effort
4668,F,Missing assignments
4669,B,Improved this term
4670,A,Strong effort
4671,B,
4672,F,
4673,B,
4674,A,
4675,B,Strong effort
4676,A,
4677,B,Strong effort
4678,B,
4679,A,
4680,D,Strong effort
4681,A,Missing assignments
4682,B,
4683,C,
